ID_Activo,Fecha,Clase,Categoría,Subcategoría,Institución,Nombre_Producto,Moneda,Valor_Original,Tipo_Cambio_a_CLP,Valor_CLP,Ticker,Identificador_Cuenta,Detalle_Adicional
afp_habitat_obligatorio,16/4/2025,Activo,Activo Fijo,Afp,,habitat,CLP,43911757,1,43911757,,,
apv_fintual,16/4/2025,Activo,Activo Fijo,Apv,,fintual,CLP,2270252,1,2270252,,,
apv_soyfocus_a,16/4/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,10968882,1,10968882,,,
apv_soyfocus_b,16/4/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,2208377,1,2208377,,,
prop_huanuco_2290,16/4/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,92292317,1,92292317,,,
prop_carmen_590,16/4/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,CLP,90000000,39192,82303137,,,
cta_bice_vista,16/4/2025,Activo,Circulante,,,banco bice,CLP,102846,1,102846,,,
cta_estado_vista,16/4/2025,Activo,Circulante,,,banco estado,CLP,31176,1,31176,,,
cta_scotia_cte,16/4/2025,Activo,Circulante,,,banco scotiabank,CLP,1468242,1,1468242,,,
efectivo_cash,16/4/2025,Activo,Circulante,,,cash,CLP,100000,1,100000,,,
cta_bci_cte,16/4/2025,Activo,Circulante,Cuenta corriente,,banco bci,CLP,24439485,1,24439485,,,
ffm_betterplan_conservador,16/4/2025,Activo,Inversión Líquida,,,betterplan,CLP,30212385,1,30212385,,,
cta_consorcio_vista,16/4/2025,Activo,Inversión Líquida,,,consorcio,CLP,65328149,1,65328149,,,
inv_coopeuch_cuotas,16/4/2025,Activo,Inversión Líquida,,,cuotas de participacion coopeuch,CLP,442680,1,442680,,,
apv_fintual,16/4/2025,Activo,Inversión Líquida,,,fintual,CLP,4406321,1,4406321,,,
etf_itau_cfmdivo,16/4/2025,Activo,Inversión Líquida,,,banco itau,CLP,20785834,1,20785834,,,
acc_renta4_cap,16/4/2025,Activo,Inversión Líquida,,,renta4,CLP,2881546,1,2881546,,,
ffm_soyfocus_conservador,16/4/2025,Activo,Inversión Líquida,,,soyfocus,CLP,9995371,1,9995371,,,
afp_habitat_obligatorio,2/5/2025,Activo,Activo Fijo,Afp,,habitat,CLP,44970346,1,44970346,,,
apv_fintual,2/5/2025,Activo,Activo Fijo,Apv,,fintual,CLP,2366901,1,2366901,,,
apv_soyfocus_a,2/5/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,11218502,1,11218502,,,
apv_soyfocus_b,2/5/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,2258603,1,2258603,,,
prop_carmen_590,2/5/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,CLP,82085640,1,82085640,,,
prop_huanuco_2290,2/5/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,82085640,1,82085640,,,
cta_bice_vista,2/5/2025,Activo,Circulante,,,banco bice,CLP,27641,1,27641,,,
cta_chile_vista,2/5/2025,Activo,Circulante,,,banco chile,CLP,10000,1,10000,,,
cta_estado_vista,2/5/2025,Activo,Circulante,,,banco estado,CLP,4512,1,4512,,,
cta_scotia_cte,2/5/2025,Activo,Circulante,,,banco scotiabank,CLP,1412076,1,1412076,,,
efectivo_cash,2/5/2025,Activo,Circulante,,,cash,CLP,50000,1,50000,,,
cta_bci_cte,2/5/2025,Activo,Circulante,Cuenta corriente,,banco bci,CLP,1249908,1,1249908,,,
cta_consorcio_vista,2/5/2025,Activo,Inversión Líquida,,,consorcio,CLP,78065884,1,78065884,,,
inv_coopeuch_cuotas,2/5/2025,Activo,Inversión Líquida,,,coopeuch,CLP,442680,1,442680,,,
apv_fintual,2/5/2025,Activo,Inversión Líquida,,,fintual,CLP,4591874,1,4591874,,,
etf_itau_cfmdivo,2/5/2025,Activo,Inversión Líquida,Etf,banco itau,banco itau,CLP,12001565,1,12001565,banco itau,,
ffm_betterplan_conservador,2/5/2025,Activo,Inversión Líquida,Fondo,,betterplan,CLP,5029009,1,5029009,,,
ffm_itau_moneymarket,2/5/2025,Activo,Inversión Líquida,Fondo,,banco itau,CLP,19361602,1,19361602,,,
ffm_soyfocus_conservador,2/5/2025,Activo,Inversión Líquida,Fondo,,soyfocus,CLP,10038751,1,10038751,,,
acc_renta4_cap,2/5/2025,Activo,Inversión Líquida,Acción,,renta4,CLP,2321296,1,2321296,renta4,,
afp_habitat_obligatorio,17/5/2025,Activo,Activo Fijo,Afp,,habitat,CLP,43982085,1,43982085,,,
apv_fintual,17/5/2025,Activo,Activo Fijo,Apv,,fintual,CLP,2481190,1,2481190,,,
apv_soyfocus_a,17/5/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,10024903,1,10024903,,,
apv_soyfocus_b,17/5/2025,Activo,Activo Fijo,Apv,,soyfocus,CLP,2350056,1,2350056,,,
prop_huanuco_2290,17/5/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,82085640,1,82085640,,,
prop_carmen_590,17/5/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,CLP,82085640,1,82085640,,,
cta_bice_vista,17/5/2025,Activo,Circulante,,,banco bice,CLP,87030,1,87030,,,
cta_chile_vista,17/5/2025,Activo,Circulante,,,banco chile,CLP,2955,1,2955,,,
cta_estado_vista,17/5/2025,Activo,Circulante,,,banco estado,CLP,7522,1,7522,,,
cta_scotia_cte,17/5/2025,Activo,Circulante,,,banco scotiabank,CLP,696756,1,696756,,,
efectivo_cash,17/5/2025,Activo,Circulante,,,cash,CLP,50000,1,50000,,,
cta_bci_cte,17/5/2025,Activo,Circulante,Cuenta corriente,,banco bci,CLP,1880011,1,1880011,,,
cta_consorcio_vista,17/5/2025,Activo,Inversión Líquida,,,consorcio,CLP,78062398,1,78062398,,,
inv_coopeuch_cuotas,17/5/2025,Activo,Inversión Líquida,,,coopeuch,CLP,442680,1,442680,,,
apv_fintual,17/5/2025,Activo,Inversión Líquida,,,fintual,CLP,4811776,1,4811776,,,
acc_itau_enelchile,17/5/2025,Activo,Inversión Líquida,Acción,,banco itau,CLP,986211,1,986211,banco itau,,
etf_itau_cfmdivo,17/5/2025,Activo,Inversión Líquida,Etf,banco itau,banco itau,CLP,12405485,1,12405485,banco itau,,
ffm_betterplan_conservador,17/5/2025,Activo,Inversión Líquida,Fondo,,betterplan,CLP,5045361,1,5045361,,,
ffm_itau_moneymarket,17/5/2025,Activo,Inversión Líquida,Fondo,,banco itau,CLP,18429352,1,18429352,,,
ffm_soyfocus_conservador,17/5/2025,Activo,Inversión Líquida,Fondo,,soyfocus,CLP,10101021,1,10101021,,,
acc_renta4_cap,17/5/2025,Activo,Inversión Líquida,Acción,,renta4,CLP,2554760,1,2554760,renta4,,
afp_habitat_obligatorio,2/6/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,44304437,1,44304437,,,
apv_soyfocus_a,2/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,14243286,1,14243286,,,
apv_soyfocus_b,2/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2332609,1,2332609,,,
prop_carmen_590,2/6/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39192,82303137,,,
prop_huanuco_2290,2/6/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39192,82303137,,,
efectivo_cash,2/6/2025,Activo,Circulante,,cash,,CLP,50000,1,50000,,,
cta_scotia_cte,2/6/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2030000,1,2030000,,,
cta_bice_vista,2/6/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,197014,1,197014,,,
cta_chile_vista,2/6/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,10000,1,10000,,,
cta_estado_vista,2/6/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,8692,1,8692,,,
cta_consorcio_vista,2/6/2025,Activo,Inversión Líquida,,consorcio,cuenta mas,CLP,85374717,1,85374717,,,
inv_coopeuch_cuotas,2/6/2025,Activo,Inversión Líquida,,coopeuch,Cuotas de Participación,CLP,442680,1,442680,,,
inv_estado_ahorro,2/6/2025,Activo,Inversión Líquida,Cuenta ahorro,banco estado,,CLP,205176,1,205176,,,
cta_bci_cte,2/6/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,861051,1,861051,,,
etf_itau_cfmdivo,2/6/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,11923718,1,11923718,cfmdivo,,
ffm_itau_moneymarket,2/6/2025,Activo,Inversión Líquida,Fondo,banco itau,money market,CLP,18632322,1,18632322,,,
ffm_betterplan_rentaclp,2/6/2025,Activo,Inversión Líquida,Fondo,betterplan,moneda renta clp,CLP,20336546,1,20336546,,,
ffm_betterplan_conservador,2/6/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,5114182,1,5114182,,,
ffm_betterplan_toesca,2/6/2025,Activo,Inversión Líquida,Fondo,betterplan,toesca deuda privada,CLP,5058981,1,5058981,,,
ffm_soyfocus_conservador,2/6/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,10107503,1,10107503,,,
acc_itau_enelchile,2/6/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,937556,1,937556,enelchile,,
acc_renta4_cap,2/6/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,717100,1,717100,cap,,
afp_habitat_obligatorio,8/6/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,44768296,1,44768296,,,
apv_soyfocus_a,8/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,14338881,1,14338881,,,
apv_soyfocus_b,8/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2348343,1,2348343,,,
prop_carmen_590,8/6/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39192,82303137,,,
prop_huanuco_2290,8/6/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39192,82303137,,,
cta_scotia_cte,8/6/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1000000,1,1000000,,,
cta_bice_vista,8/6/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,494712,1,494712,,,
cta_chile_vista,8/6/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,10000,1,10000,,,
cta_estado_vista,8/6/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,1022,1,1022,,,
efectivo_cash,8/6/2025,Activo,Circulante,Efectivo,cash,,CLP,50000,1,50000,,,
inv_estado_ahorro,8/6/2025,Activo,Inversión Líquida,Cuenta ahorro,banco estado,,CLP,205176,1,205176,,,
inv_coopeuch_cuotas,8/6/2025,Activo,Inversión Líquida,Cuenta ahorro,coopeuch,Cuotas de Participación,CLP,442680,1,442680,,,
cta_bci_cte,8/6/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,2011734,1,2011734,,,
cta_consorcio_vista,8/6/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,85374717,1,85374717,,,
etf_itau_cfmdivo,8/6/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,11924453,1,11924453,cfmdivo,,
ffm_itau_moneymarket,8/6/2025,Activo,Inversión Líquida,Fondo,banco itau,money market,CLP,18647086,1,18647086,,,
ffm_betterplan_rentaclp,8/6/2025,Activo,Inversión Líquida,Fondo,betterplan,moneda renta clp,CLP,20389670,1,20389670,,,
ffm_betterplan_conservador,8/6/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,5124586,1,5124586,,,
ffm_betterplan_toesca,8/6/2025,Activo,Inversión Líquida,Fondo,betterplan,toesca deuda privada,CLP,5066413,1,5066413,,,
ffm_soyfocus_conservador,8/6/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,10122731,1,10122731,,,
acc_itau_enelchile,8/6/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,922523,1,922523,enelchile,,
acc_renta4_cap,8/6/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,742802,1,742802,cap,,
afp_habitat_obligatorio,13/6/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,44421886,1,44421886,,,
apv_soyfocus_a,13/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,14492843,1,14492843,,,
apv_soyfocus_b,13/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2357179,1,2357179,,,
prop_carmen_590,13/6/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39223,82367544,,,
prop_huanuco_2290,13/6/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39223,82367544,,,
cta_scotia_cte,13/6/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1000000,1,1000000,,,
cta_bice_vista,13/6/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,275834,1,275834,,,
cta_chile_vista,13/6/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,10000,1,10000,,,
cta_estado_vista,13/6/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,3752,1,3752,,,
efectivo_cash,13/6/2025,Activo,Circulante,Efectivo,cash,,CLP,50000,1,50000,,,
cta_consorcio_vista,13/6/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,79996503,1,79996503,,,
cta_bci_cte,13/6/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,16039543,1,16039543,,,
etf_itau_cfmdivo,13/6/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,11990549,1,11990549,cfmdivo,,
ffm_itau_moneymarket,13/6/2025,Activo,Inversión Líquida,Fondo,banco itau,money market,CLP,0,1,0,,,
ffm_betterplan_conservador,13/6/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,10134722,1,10134722,,,
ffm_soyfocus_conservador,13/6/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,13136100,1,13136100,,,
acc_itau_enelchile,13/6/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,954093,1,954093,enelchile,,
acc_renta4_cap,13/6/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,708580,1,708580,cap,,
inv_estado_ahorro,13/6/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,205176,1,205176,,,
inv_coopeuch_cuotas,13/6/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,442680,1,442680,,,
ffm_betterplan_rentaclp,13/6/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,21444819,1,21444819,,,
afp_habitat_obligatorio,30/6/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,45334455,1,45334455,,,
apv_soyfocus_a,30/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,14836652,1,14836652,,,
apv_soyfocus_b,30/6/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2397053,1,2397053,,,
prop_carmen_590,30/6/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39259,82444383,,,
prop_huanuco_2290,30/6/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39259,82444383,,,
cta_scotia_cte,30/6/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1000000,1,1000000,,,
cta_bice_vista,30/6/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,394766,1,394766,,,
cta_chile_vista,30/6/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,10000,1,10000,,,
cta_estado_vista,30/6/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,632,1,632,,,
efectivo_cash,30/6/2025,Activo,Circulante,Efectivo,cash,,CLP,50000,1,50000,,,
cta_consorcio_vista,30/6/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,89996503,1,89996503,,,
cta_bci_cte,30/6/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,106983,1,106983,,,
etf_itau_cfmdivo,30/6/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,12832890,1,12832890,cfmdivo,,
ffm_betterplan_conservador,30/6/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,12196778,1,12196778,,,
ffm_soyfocus_conservador,30/6/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,15185658,1,15185658,,,
acc_itau_enelchile,30/6/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,933729,1,933729,enelchile,,
acc_renta4_cap,30/6/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,678760,1,678760,cap,,
inv_estado_ahorro,30/6/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,205176,1,205176,,,
inv_coopeuch_cuotas,30/6/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,478380,1,478380,,,
ffm_betterplan_rentaclp,30/6/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,21532872,1,21532872,,,
afp_habitat_obligatorio,1/7/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,45334455,1,45334455,,,
apv_soyfocus_a,1/7/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,14836652,1,14836652,,,
apv_soyfocus_b,1/7/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2397053,1,2397053,,,
prop_carmen_590,1/7/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39259,82444383,,,
prop_huanuco_2290,1/7/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39259,82444383,,,
cta_scotia_cte,1/7/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1000000,1,1000000,,,
cta_bice_vista,1/7/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,394766,1,394766,,,
cta_chile_vista,1/7/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,10000,1,10000,,,
cta_estado_vista,1/7/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,632,1,632,,,
efectivo_cash,1/7/2025,Activo,Circulante,Efectivo,cash,,CLP,50000,1,50000,,,
cta_consorcio_vista,1/7/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,89996503,1,89996503,,,
cta_bci_cte,1/7/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,106983,1,106983,,,
etf_itau_cfmdivo,1/7/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,12832890,1,12832890,cfmdivo,,
ffm_betterplan_conservador,1/7/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,12196778,1,12196778,,,
ffm_soyfocus_conservador,1/7/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,15185658,1,15185658,,,
acc_itau_enelchile,1/7/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,933729,1,933729,enelchile,,
acc_renta4_cap,1/7/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,678760,1,678760,cap,,
inv_estado_ahorro,1/7/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,205176,1,205176,,,
inv_coopeuch_cuotas,1/7/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,478380,1,478380,,,
ffm_betterplan_rentaclp,1/7/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,21532872,1,21532872,,,
afp_habitat_obligatorio,12/7/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,45288469,1,45288469,,,
apv_soyfocus_a,12/7/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,15279521,1,15279521,,,
apv_soyfocus_b,12/7/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2468566,1,2468566,,,
prop_carmen_590,12/7/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39280,82488945,,,
prop_huanuco_2290,12/7/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2100,39280,82488945,,,
cta_scotia_cte,12/7/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1147639,1,1147639,,,
cta_bice_vista,12/7/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,49558,1,49558,,,
cta_chile_vista,12/7/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,5750,1,5750,,,
cta_estado_vista,12/7/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,5082,1,5082,,,
cta_itau_vista,12/7/2025,Activo,Circulante,Cuenta vista,banco itau,,CLP,2698,1,2698,,,
efectivo_cash,12/7/2025,Activo,Circulante,Efectivo,cash,,CLP,50000,1,50000,,,
cta_consorcio_vista,12/7/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,90005000,1,90005000,,,
cta_bci_cte,12/7/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,745477,1,745477,,,
etf_itau_cfmdivo,12/7/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,12783600,1,12783600,cfmdivo,,
ffm_betterplan_conservador,12/7/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,12278705,1,12278705,,,
ffm_soyfocus_conservador,12/7/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,15259700,1,15259700,,,
acc_itau_enelchile,12/7/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,915552,1,915552,enelchile,,
acc_renta4_cap,12/7/2025,Activo,Inversión Líquida,Acción,renta4,cap,CLP,676460,1,676460,cap,,
inv_estado_ahorro,12/7/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
inv_coopeuch_cuotas,12/7/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,478380,1,478380,,,
ffm_betterplan_rentaclp,12/7/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,21654635,1,21654635,,,
afp_habitat_obligatorio,9/8/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,46568434,1,46568434,,,
apv_soyfocus_a,9/8/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,15862386,1,15862386,,,
apv_soyfocus_b,9/8/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2530431,1,2530431,,,
prop_carmen_590,9/8/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39174,82265295,,,
prop_huanuco_2290,9/8/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,100886000,1,100886000,,,
cta_scotia_cte,9/8/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2100000,1,2100000,,,
cta_bice_vista,9/8/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,111649,1,111649,,,
cta_chile_vista,9/8/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,15750,1,15750,,,
cta_estado_vista,9/8/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,6499,1,6499,,,
cta_itau_vista,9/8/2025,Activo,Circulante,Cuenta vista,banco itau,,CLP,211,1,211,,,
div_global66_prepago,9/8/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,CLP,170000,1,170000,,,
efectivo_cash,9/8/2025,Activo,Circulante,Efectivo,cash,,CLP,200000,1,200000,,,
prestamo_s_castro,9/8/2025,Activo,Inversión Poco Líquida,Credito personal,sandor castro,,CLP,4000000,1,4000000,,,
cta_consorcio_vista,9/8/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,73403835,1,73403835,,,
cta_bci_cte,9/8/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,3405297,1,3405297,,,
etf_itau_cfmdivo,9/8/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,13850340,1,13850340,cfmdivo,,
ffm_betterplan_conservador,9/8/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,15452723,1,15452723,,,
ffm_soyfocus_conservador,9/8/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,18382440,1,18382440,,,
acc_itau_enelchile,9/8/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,878378,1,878378,enelchile,,
inv_estado_ahorro,9/8/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
inv_coopeuch_cuotas,9/8/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,514080,1,514080,,,
cta_scotia_cte,15/8/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2600000,1,2600000,,,
afp_habitat_obligatorio,15/8/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,46602547,1,46602547,,,
apv_soyfocus_a,15/8/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,15977469,1,15977469,,,
apv_soyfocus_b,15/8/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2548754,1,2548754,,,
prop_carmen_590,15/8/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39190,82299084,,,
prop_huanuco_2290,15/8/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,100914353,1,100914353,,,
cta_bice_vista,15/8/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,61333,1,61333,,,
cta_chile_vista,15/8/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,15750,1,15750,,,
cta_estado_vista,15/8/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,3339,1,3339,,,
cta_itau_vista,15/8/2025,Activo,Circulante,Cuenta vista,banco itau,,CLP,0,1,0,,,
div_global66_prepago,15/8/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,CLP,322534,1,322534,,,
efectivo_cash,15/8/2025,Activo,Circulante,Efectivo,cash,,CLP,200000,1,200000,,,
prestamo_s_castro,15/8/2025,Activo,Inversión Poco Líquida,Credito personal,sandor castro,transferencia 21 de julio 2025,CLP,4000000,1,4000000,,,
cta_consorcio_vista,15/8/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,68403835,1,68403835,,,
cta_bci_cte,15/8/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,4242544,1,4242544,,,
etf_itau_cfmdivo,15/8/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,15121952,1,15121952,cfmdivo,,
ffm_betterplan_conservador,15/8/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,16551162,1,16551162,,,
ffm_soyfocus_conservador,15/8/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,19410687,1,19410687,,,
acc_itau_enelchile,15/8/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,902022,1,902022,enelchile,,
inv_estado_ahorro,15/8/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
